Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription,Shipping Type,Discount Applied,Promo Code,Previous Purchases,Payment Method,Frequency of Purchase
206,62,Female,T-Shirt,Clothing,51,Nebraska,M,Blue,Summer,2.5,Yes,Express,Yes,Yes,77,Cash,Weekly
207,39,Male,Handbag,Outerwear,48,Minnesota,M,Violet,Winter,2.1,Yes,Express,No,Yes,47,Debit Card,Bi-Weekly
208,39,Female,Handbag,Outerwear,97,North Carolina,M,Navy,Fall,3.9,Yes,Store Pickup,No,Yes,85,Bank Transfer,Fortnightly
209,64,Female,Socks,Outerwear,47,Virginia,S,Indigo,Fall,4.6,Yes,Free Shipping,No,Yes,81,Bank Transfer,Weekly
210,39,Male,Handbag,Outerwear,75,South Carolina,L,Silver,Winter,4.5,No,Standard,Yes,No,26,Cash,Bi-Weekly
211,34,Male,Dress,Clothing,15,New York,XL,Red,Fall,4.9,No,Standard,No,No,69,PayPal,Weekly
212,28,Female,Handbag,Outerwear,33,Florida,L,Gray,Summer,2.8,Yes,Express,No,Yes,48,Cash,Bi-Weekly
213,75,Male,Pants,Clothing,101,Idaho,XXL,Blue,Winter,3.3,Yes,Two Day Shipping,No,Yes,6,Venmo,Monthly
214,44,Female,Sneakers,Footwear,87,Wisconsin,M,White,Winter,3.2,No,Free Shipping,Yes,No,0,PayPal,Weekly
215,30,Male,Socks,Accessories,21,Arizona,M,Beige,Summer,4.9,No,Express,No,No,60,PayPal,Bi-Weekly
216,59,Female,Handbag,Accessories,62,Alabama,XL,Teal,Spring,3.3,No,Standard,No,No,28,Credit Card,Annually
217,66,Male,Jeans,Clothing,36,Rhode Island,L,Yellow,Fall,4.9,Yes,Two Day Shipping,Yes,No,66,PayPal,Annually
218,48,Female,Handbag,Outerwear,35,Kentucky,S,Green,Spring,2.4,No,Free Shipping,Yes,Yes,24,Cash,Weekly
219,61,Female,Handbag,Outerwear,66,New Hampshire,M,Brown,Summer,3,Yes,Express,No,No,70,Credit Card,Monthly
220,68,Female,Handbag,Outerwear,43,Oregon,M,Charcoal,Winter,4.8,Yes,Next Day Air,No,No,33,PayPal,Bi-Weekly
221,20,Male,Socks,Outerwear,85,Kentucky,M,Brown,Fall,2.1,No,Store Pickup,Yes,Yes,95,PayPal,Monthly
222,39,Female,Handbag,Accessories,94,Maryland,XL,Indigo,Winter,4.9,Yes,Free Shipping,No,No,99,Credit Card,Monthly
223,30,Female,Handbag,Outerwear,69,Oregon,XL,Green,Summer,4.5,Yes,Express,No,No,17,Bank Transfer,Annually
224,30,Male,Jeans,Clothing,29,Tennessee,S,Red,Winter,4.8,Yes,Next Day Air,No,No,64,PayPal,Bi-Weekly
225,19,Male,Hoodie,Clothing,110,Nevada,XXL,Red,Spring,4.9,No,Two Day Shipping,No,No,20,Credit Card,Bi-Weekly
226,19,Female,Shorts,Clothing,27,New Jersey,XXL,Pink,Spring,3.9,Yes,Next Day Air,No,Yes,99,Debit Card,Weekly
227,59,Male,Handbag,Outerwear,17,Massachusetts,L,Brown,Summer,4.1,No,Standard,No,No,58,Credit Card,Fortnightly
228,61,Female,Socks,Outerwear,41,California,XXL,Cream,Summer,3.7,No,Next Day Air,Yes,No,8,Credit Card,Monthly
229,34,Female,Socks,Accessories,63,Michigan,XXL,Purple,Winter,4.4,No,Store Pickup,No,Yes,92,Venmo,Bi-Weekly
230,34,Female,Socks,Outerwear,118,Louisiana,S,Orange,Spring,3,Yes,Store Pickup,No,No,64,Credit Card,Fortnightly
231,24,Female,Shoes,Footwear,47,Alaska,L,Yellow,Spring,4.8,No,Store Pickup,Yes,Yes,45,Cash,Bi-Weekly
232,68,Female,Socks,Accessories,110,Indiana,XXL,Gold,Fall,4.6,No,Express,Yes,No,24,Bank Transfer,Weekly
233,44,Male,Socks,Outerwear,53,North Carolina,M,Violet,Fall,5,No,Free Shipping,No,Yes,99,Venmo,Quarterly
234,38,Male,Handbag,Accessories,16,Connecticut,L,Pink,Spring,3.7,Yes,Standard,Yes,Yes,78,PayPal,Bi-Weekly
235,45,Female,Socks,Outerwear,113,California,S,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,86,Venmo,Bi-Weekly
236,62,Female,Sneakers,Footwear,94,North Carolina,S,Black,Summer,2.5,Yes,Next Day Air,No,No,93,Bank Transfer,Annually
237,74,Male,Socks,Accessories,102,Nevada,L,Pink,Spring,4.8,No,Express,Yes,Yes,93,Cash,Fortnightly
238,50,Male,Tank Top,Clothing,46,Alabama,S,Black,Summer,4.3,Yes,Two Day Shipping,Yes,Yes,83,Venmo,Weekly
239,46,Female,Skirt,Clothing,46,New Mexico,L,Blue,Spring,2.6,Yes,Next Day Air,No,Yes,84,Bank Transfer,Monthly
240,71,Male,Boots,Footwear,145,North Dakota,XXL,White,Summer,2.3,Yes,Standard,Yes,Yes,99,Credit Card,Annually
241,63,Female,Shoes,Footwear,90,New Jersey,S,Yellow,Fall,4.7,No,Next Day Air,Yes,Yes,1,Debit Card,Weekly
242,60,Female,Tank Top,Clothing,53,Illinois,XXL,Turquoise,Winter,4.7,Yes,Standard,No,No,59,Venmo,Weekly
243,72,Female,Sandals,Footwear,107,Montana,L,Navy,Winter,2.3,Yes,Express,Yes,Yes,42,Credit Card,Quarterly
244,41,Female,Handbag,Accessories,61,Georgia,XL,Black,Fall,2.8,No,Store Pickup,No,No,83,Cash,Weekly
245,72,Male,Sandals,Footwear,41,Oregon,XXL,Blue,Fall,2.5,No,Next Day Air,Yes,Yes,61,PayPal,Weekly
246,20,Male,Socks,Outerwear,81,Maine,L,Gray,Spring,4.9,No,Two Day Shipping,Yes,No,84,Debit Card,Fortnightly
247,60,Female,Socks,Outerwear,53,New Mexico,XXL,Maroon,Winter,3.9,Yes,Two Day Shipping,No,No,21,Venmo,Quarterly
248,39,Female,Handbag,Accessories,27,Arkansas,M,Yellow,Fall,3.2,Yes,Express,No,No,73,PayPal,Weekly
249,38,Male,Socks,Outerwear,142,Alaska,S,White,Fall,3.2,Yes,Express,No,Yes,83,Debit Card,Quarterly
250,70,Male,Socks,Accessories,72,Utah,L,Yellow,Fall,4.1,No,Store Pickup,No,Yes,12,Debit Card,Fortnightly
251,40,Female,Dress,Clothing,148,Alabama,S,Maroon,Spring,3.5,No,Express,No,Yes,24,Venmo,Quarterly
252,70,Male,Boots,Footwear,101,Ohio,XL,Maroon,Winter,4.3,No,Standard,Yes,No,0,Bank Transfer,Bi-Weekly
253,45,Female,Pants,Clothing,145,Wyoming,M,Indigo,Spring,4.2,Yes,Express,No,No,64,PayPal,Quarterly
254,43,Female,Shoes,Footwear,90,Connecticut,M,Charcoal,Fall,3.8,No,Store Pickup,No,Yes,25,Cash,Annually
255,61,Male,Socks,Accessories,60,Arkansas,XXL,Indigo,Summer,4.1,No,Two Day Shipping,No,No,86,Debit Card,Annually
256,69,Male,Socks,Accessories,148,Ohio,S,Black,Spring,2.2,Yes,Free Shipping,No,Yes,36,Debit Card,Monthly
257,62,Female,Sandals,Footwear,67,Vermont,XXL,Maroon,Summer,4.4,Yes,Two Day Shipping,Yes,No,30,Bank Transfer,Bi-Weekly
258,42,Female,Handbag,Accessories,121,Montana,L,Yellow,Winter,2,No,Free Shipping,No,Yes,81,Debit Card,Bi-Weekly
259,67,Male,Handbag,Accessories,90,Connecticut,M,Cream,Winter,2.6,Yes,Store Pickup,Yes,No,5,PayPal,Monthly
260,28,Female,Handbag,Accessories,16,Minnesota,XL,Indigo,Spring,2.1,No,Two Day Shipping,Yes,No,62,Bank Transfer,Annually
261,68,Female,Handbag,Accessories,149,Massachusetts,M,Green,Winter,4.4,Yes,Standard,No,Yes,44,Cash,Fortnightly
262,41,Female,Socks,Accessories,70,Vermont,XXL,Green,Fall,5,Yes,Express,No,No,30,Debit Card,Annually
263,61,Female,Sandals,Footwear,112,Georgia,XL,Olive,Summer,2.1,No,Two Day Shipping,No,No,5,Credit Card,Bi-Weekly
264,50,Male,Shoes,Footwear,39,New Jersey,XXL,Yellow,Winter,3.9,Yes,Store Pickup,Yes,No,13,Cash,Annually
265,65,Male,Handbag,Outerwear,21,Utah,L,Maroon,Winter,2.2,Yes,Next Day Air,Yes,Yes,33,PayPal,Quarterly
266,45,Female,Socks,Outerwear,19,Louisiana,S,Yellow,Winter,3.9,Yes,Store Pickup,Yes,Yes,45,Bank Transfer,Weekly
267,56,Male,Socks,Accessories,87,Vermont,XL,Black,Fall,4.5,Yes,Standard,Yes,Yes,17,Debit Card,Quarterly
268,37,Female,Handbag,Accessories,17,New Mexico,XXL,Charcoal,Winter,2.1,No,Two Day Shipping,Yes,No,26,Debit Card,Bi-Weekly
269,44,Male,Handbag,Accessories,56,Virginia,M,Brown,Summer,2.6,Yes,Store Pickup,Yes,No,82,Bank Transfer,Weekly
270,34,Male,Handbag,Accessories,65,North Dakota,XXL,Blue,Summer,3.1,Yes,Express,No,Yes,24,Credit Card,Quarterly
271,57,Female,Socks,Outerwear,54,Nebraska,XXL,Teal,Summer,4.9,Yes,Express,No,Yes,100,Cash,Bi-Weekly
272,71,Female,Socks,Outerwear,49,Montana,L,Blue,Fall,3.3,No,Standard,Yes,Yes,82,Bank Transfer,Weekly
273,75,Male,Handbag,Accessories,82,North Dakota,S,Turquoise,Winter,4.5,Yes,Two Day Shipping,No,Yes,4,Bank Transfer,Monthly
274,41,Female,Handbag,Outerwear,72,Wyoming,XXL,Gold,Spring,3.4,Yes,Standard,No,Yes,84,Cash,Annually
275,46,Male,Sneakers,Footwear,60,Nebraska,XXL,Cream,Spring,4.2,No,Next Day Air,Yes,Yes,97,PayPal,Fortnightly
276,41,Male,Shorts,Clothing,25,Rhode Island,M,Green,Summer,3.2,No,Express,Yes,No,13,Debit Card,Annually
277,55,Male,Socks,Accessories,111,Maine,XL,Teal,Winter,3.5,No,Free Shipping,No,No,44,PayPal,Quarterly
278,74,Male,Pants,Clothing,127,New Jersey,M,Turquoise,Summer,2.6,Yes,Free Shipping,No,Yes,84,Cash,Quarterly
279,48,Female,Handbag,Accessories,137,Arizona,XXL,Silver,Fall,2.1,Yes,Free Shipping,Yes,Yes,80,Bank Transfer,Weekly
280,28,Female,Sandals,Footwear,61,Kansas,XL,Brown,Winter,4.6,No,Express,Yes,No,77,PayPal,Quarterly
281,71,Female,Sneakers,Footwear,51,West Virginia,M,Brown,Summer,2.5,No,Standard,Yes,Yes,48,PayPal,Fortnightly
282,30,Female,Blouse,Clothing,53,Idaho,S,Silver,Fall,4.7,Yes,Two Day Shipping,Yes,Yes,61,Debit Card,Fortnightly
283,61,Female,Cardigan,Clothing,148,Oregon,L,Maroon,Fall,2.7,No,Standard,No,Yes,54,Cash,Monthly
284,72,Male,Handbag,Outerwear,87,Idaho,XXL,Navy,Summer,2.6,Yes,Two Day Shipping,Yes,Yes,48,Debit Card,Fortnightly
285,41,Male,Socks,Accessories,54,Oklahoma,XXL,Olive,Summer,4.6,No,Two Day Shipping,No,No,87,PayPal,Fortnightly
286,29,Female,Socks,Outerwear,138,Indiana,L,Orange,Summer,4.3,No,Store Pickup,Yes,Yes,95,Cash,Quarterly
287,31,Female,Sandals,Footwear,101,New Mexico,XXL,Indigo,Winter,2.5,Yes,Express,Yes,No,76,PayPal,Weekly
288,32,Female,Shorts,Clothing,35,Idaho,S,Black,Fall,3.8,No,Store Pickup,Yes,Yes,81,PayPal,Quarterly
289,72,Female,Shirt,Clothing,64,Florida,XXL,Green,Spring,3.8,Yes,Next Day Air,Yes,Yes,20,Venmo,Monthly
290,60,Female,Socks,Outerwear,118,West Virginia,M,Green,Winter,4.2,Yes,Express,No,No,44,Credit Card,Fortnightly
291,43,Male,Boots,Footwear,81,Virginia,XL,Green,Winter,3.7,No,Next Day Air,Yes,No,68,Bank Transfer,Monthly
292,54,Female,Socks,Outerwear,77,Vermont,L,Red,Fall,4.7,Yes,Standard,Yes,No,8,PayPal,Bi-Weekly
293,69,Female,Sneakers,Footwear,120,South Carolina,XXL,Yellow,Winter,4.1,No,Free Shipping,No,Yes,51,Debit Card,Bi-Weekly
294,53,Male,Handbag,Accessories,136,Colorado,L,Pink,Summer,2.5,Yes,Standard,Yes,Yes,94,Cash,Monthly
295,30,Male,Sneakers,Footwear,106,Michigan,S,White,Winter,4,No,Two Day Shipping,Yes,Yes,61,Credit Card,Annually
296,75,Female,Socks,Accessories,140,Virginia,XXL,Olive,Fall,2.7,Yes,Express,No,No,69,Venmo,Annually
297,73,Male,Socks,Accessories,132,Georgia,XXL,Red,Summer,4.1,Yes,Store Pickup,Yes,No,74,Venmo,Monthly
298,29,Female,Socks,Accessories,75,Maryland,XL,Brown,Summer,3.1,No,Standard,Yes,No,89,Credit Card,Monthly
299,46,Male,Socks,Outerwear,48,Nebraska,M,White,Summer,4.4,No,Standard,Yes,Yes,94,Cash,Quarterly
300,44,Female,Jeans,Clothing,49,New Hampshire,XXL,Yellow,Summer,4.4,No,Next Day Air,Yes,No,12,Debit Card,Fortnightly
301,70,Female,Shirt,Clothing,136,New Hampshire,S,Red,Summer,2.8,No,Two Day Shipping,No,No,2,PayPal,Weekly
302,54,Male,Handbag,Accessories,87,South Carolina,L,Cream,Fall,4.3,No,Express,No,No,59,Debit Card,Fortnightly
303,44,Female,Shoes,Footwear,33,Illinois,M,Violet,Spring,2.9,No,Store Pickup,No,No,34,PayPal,Monthly
304,28,Male,Socks,Outerwear,20,North Carolina,M,Cream,Summer,4.8,Yes,Free Shipping,Yes,No,13,Venmo,Weekly
305,19,Female,Handbag,Outerwear,149,Vermont,S,White,Summer,3.9,Yes,Store Pickup,No,No,29,Cash,Bi-Weekly
306,58,Male,Socks,Accessories,48,Kansas,M,Gray,Winter,4,No,Standard,No,No,70,PayPal,Fortnightly
307,58,Female,Boots,Footwear,149,New Hampshire,XXL,Gold,Summer,3.4,Yes,Express,No,No,46,PayPal,Monthly
308,18,Male,Shoes,Footwear,148,Vermont,M,Teal,Summer,3.4,Yes,Store Pickup,No,No,38,Venmo,Quarterly
309,68,Male,Handbag,Accessories,110,Washington,XL,Yellow,Fall,3.2,Yes,Store Pickup,No,No,28,Credit Card,Weekly
310,51,Female,Handbag,Outerwear,87,Maine,XXL,Olive,Fall,2.6,Yes,Free Shipping,Yes,No,14,Debit Card,Quarterly
311,62,Female,Socks,Outerwear,63,Colorado,S,Charcoal,Winter,4.9,Yes,Free Shipping,Yes,No,34,Cash,Bi-Weekly
312,32,Male,Handbag,Outerwear,53,California,XL,Pink,Summer,3.3,No,Next Day Air,No,Yes,42,Venmo,Fortnightly
313,67,Female,Shorts,Clothing,33,Mississippi,XL,Silver,Spring,4.7,No,Standard,Yes,Yes,98,Debit Card,Fortnightly
314,33,Male,Socks,Outerwear,65,Utah,S,Green,Spring,3.4,No,Next Day Air,Yes,Yes,95,Bank Transfer,Annually
315,48,Female,Shorts,Clothing,65,Alabama,S,Cream,Spring,4.9,Yes,Store Pickup,No,No,1,Cash,Monthly
316,68,Male,Skirt,Clothing,17,Florida,XXL,Indigo,Fall,4.1,Yes,Next Day Air,Yes,Yes,20,PayPal,Weekly
317,21,Female,Handbag,Accessories,54,Delaware,XXL,White,Spring,3.5,No,Two Day Shipping,No,No,93,Cash,Weekly
318,64,Male,Socks,Outerwear,79,Florida,XL,Indigo,Fall,3.7,No,Free Shipping,Yes,No,41,Debit Card,Quarterly
319,22,Male,Handbag,Accessories,130,Missouri,L,Yellow,Summer,3.4,No,Store Pickup,Yes,Yes,79,Credit Card,Annually
320,64,Male,Shoes,Footwear,114,Washington,XXL,Cream,Fall,4.3,Yes,Two Day Shipping,No,No,52,Debit Card,Monthly
321,51,Male,Sweater,Clothing,26,North Carolina,M,Maroon,Spring,2.3,Yes,Express,Yes,No,84,PayPal,Annually
322,41,Male,Handbag,Accessories,33,California,M,Beige,Fall,4.8,Yes,Standard,Yes,No,71,Debit Card,Quarterly
323,70,Female,Handbag,Accessories,150,Florida,S,Gold,Winter,4.8,Yes,Express,Yes,No,24,Cash,Annually
324,53,Female,Sneakers,Footwear,42,Wyoming,XXL,Teal,Fall,4.1,No,Express,Yes,Yes,70,PayPal,Annually
325,52,Female,Handbag,Accessories,105,Colorado,XXL,Violet,Summer,3.2,No,Store Pickup,No,Yes,72,Bank Transfer,Fortnightly
326,41,Female,Socks,Outerwear,129,Kentucky,S,Maroon,Summer,3.8,Yes,Next Day Air,Yes,No,28,Cash,Monthly
327,70,Female,Cardigan,Clothing,145,New Mexico,XXL,Orange,Spring,2.3,No,Next Day Air,Yes,Yes,33,Credit Card,Annually
328,34,Female,Sneakers,Footwear,38,Nebraska,XL,Orange,Spring,4.2,No,Standard,Yes,No,88,Debit Card,Annually
329,59,Female,Tank Top,Clothing,24,North Dakota,XXL,Black,Winter,4.3,No,Next Day Air,No,No,15,Cash,Bi-Weekly
330,67,Female,Hoodie,Clothing,28,Wisconsin,XXL,Maroon,Summer,3.6,Yes,Next Day Air,Yes,Yes,6,Debit Card,Bi-Weekly
331,66,Male,Socks,Outerwear,71,Oklahoma,L,Black,Spring,2.4,Yes,Standard,Yes,No,33,Venmo,Quarterly
332,66,Male,Handbag,Outerwear,138,New Mexico,M,Blue,Fall,4,Yes,Two Day Shipping,Yes,Yes,9,Credit Card,Quarterly
333,25,Female,Handbag,Accessories,123,Alabama,L,Pink,Summer,3,Yes,Next Day Air,Yes,No,78,PayPal,Annually
334,20,Male,Boots,Footwear,66,Montana,L,Charcoal,Winter,2.3,Yes,Free Shipping,Yes,No,1,Credit Card,Bi-Weekly
335,46,Female,Shorts,Clothing,20,Minnesota,M,Yellow,Spring,2.6,No,Two Day Shipping,No,Yes,88,Debit Card,Bi-Weekly
336,55,Male,Skirt,Clothing,80,New Jersey,S,Gold,Spring,4.4,No,Express,No,Yes,8,PayPal,Bi-Weekly
337,73,Male,Socks,Accessories,19,Missouri,XL,Purple,Fall,3.5,Yes,Next Day Air,No,Yes,23,Cash,Annually
338,20,Male,Handbag,Outerwear,150,Wisconsin,L,Blue,Fall,4.2,Yes,Next Day Air,No,No,80,Credit Card,Fortnightly
339,58,Female,Handbag,Accessories,114,Texas,XXL,Olive,Spring,2.5,No,Store Pickup,Yes,Yes,93,PayPal,Annually
340,33,Male,Boots,Footwear,124,Wisconsin,XXL,Violet,Fall,3.6,Yes,Store Pickup,Yes,Yes,17,Credit Card,Bi-Weekly
341,67,Male,Boots,Footwear,55,Colorado,S,Yellow,Winter,2.6,Yes,Store Pickup,Yes,No,52,PayPal,Monthly
342,27,Male,Socks,Outerwear,42,North Carolina,M,Gray,Summer,3.8,Yes,Two Day Shipping,Yes,Yes,87,Venmo,Monthly
343,67,Female,T-Shirt,Clothing,49,Arkansas,XXL,Blue,Summer,2.6,No,Standard,No,Yes,20,Cash,Fortnightly
344,66,Male,Skirt,Clothing,84,Oregon,M,Cream,Spring,4.3,Yes,Free Shipping,No,No,88,Credit Card,Quarterly
345,43,Male,Boots,Footwear,112,North Dakota,L,Black,Winter,3.6,No,Standard,Yes,Yes,66,Bank Transfer,Quarterly
346,42,Male,Pants,Clothing,63,Missouri,XL,Black,Summer,4.3,No,Standard,Yes,No,37,Bank Transfer,Weekly
347,71,Female,Boots,Footwear,38,North Dakota,XXL,White,Spring,4.3,Yes,Standard,No,No,57,Venmo,Fortnightly
348,74,Female,Handbag,Outerwear,38,Indiana,L,Indigo,Spring,4.2,Yes,Express,Yes,No,81,Credit Card,Weekly
349,42,Female,Handbag,Outerwear,26,Wyoming,M,Violet,Spring,2.5,Yes,Free Shipping,Yes,No,39,Credit Card,Bi-Weekly
350,58,Male,Socks,Outerwear,45,North Carolina,M,Gray,Summer,2,No,Standard,Yes,No,30,Cash,Annually
351,44,Female,Socks,Outerwear,35,Idaho,XXL,Gray,Spring,4.6,No,Two Day Shipping,Yes,Yes,23,Cash,Weekly
352,27,Male,Handbag,Accessories,91,Minnesota,S,Maroon,Winter,3.3,Yes,Free Shipping,No,Yes,58,Debit Card,Annually
353,23,Female,Handbag,Accessories,97,Alabama,XL,Turquoise,Fall,4.5,Yes,Next Day Air,No,Yes,15,Debit Card,Monthly
354,51,Male,Socks,Accessories,68,Hawaii,S,White,Winter,3.5,No,Standard,No,No,67,Bank Transfer,Annually
355,57,Female,Handbag,Accessories,148,North Dakota,XL,Blue,Spring,4.7,Yes,Store Pickup,No,Yes,0,Venmo,Weekly
356,65,Male,Handbag,Outerwear,121,Oregon,S,Violet,Summer,3.7,Yes,Express,Yes,No,32,Venmo,Monthly
357,67,Male,Socks,Accessories,44,Montana,L,Violet,Fall,4.2,Yes,Free Shipping,Yes,No,43,Debit Card,Quarterly
358,59,Male,Handbag,Outerwear,138,Michigan,XL,Yellow,Summer,3.4,No,Store Pickup,Yes,No,72,Debit Card,Bi-Weekly
359,31,Female,Handbag,Accessories,105,Pennsylvania,M,Olive,Winter,3,No,Store Pickup,Yes,No,23,Bank Transfer,Weekly
360,63,Male,Socks,Accessories,84,Oregon,S,Blue,Spring,3.1,No,Free Shipping,No,Yes,14,Credit Card,Weekly
361,46,Male,Sandals,Footwear,138,Arkansas,M,Pink,Summer,4.8,No,Next Day Air,Yes,Yes,66,Debit Card,Fortnightly
362,47,Female,Sandals,Footwear,148,Georgia,S,Gold,Winter,4.1,Yes,Next Day Air,No,Yes,13,Bank Transfer,Bi-Weekly
363,54,Female,Handbag,Accessories,68,Colorado,M,Pink,Summer,2.8,No,Standard,Yes,No,19,Cash,Monthly
364,57,Male,Blouse,Clothing,67,Mississippi,L,Yellow,Summer,2.8,No,Two Day Shipping,Yes,Yes,9,Credit Card,Annually
365,21,Male,Socks,Accessories,22,Iowa,S,White,Fall,2.2,No,Standard,Yes,No,78,Credit Card,Monthly
366,63,Male,Handbag,Accessories,134,Nebraska,M,Turquoise,Fall,2.3,No,Store Pickup,No,No,29,Cash,Fortnightly
367,43,Male,Socks,Accessories,99,Colorado,XL,Blue,Winter,2.2,Yes,Next Day Air,No,No,21,Credit Card,Monthly
368,43,Male,Sandals,Footwear,98,New Mexico,S,Gold,Fall,3.2,No,Free Shipping,Yes,Yes,61,PayPal,Weekly
369,70,Female,Handbag,Accessories,126,Nebraska,L,Yellow,Spring,2.5,Yes,Store Pickup,No,Yes,75,Bank Transfer,Quarterly
370,70,Female,Handbag,Accessories,60,Wisconsin,XL,Turquoise,Winter,4.1,No,Next Day Air,No,Yes,11,Cash,Fortnightly
371,27,Male,Cardigan,Clothing,130,Mississippi,L,Black,Fall,2.6,No,Next Day Air,No,No,91,Credit Card,Weekly
372,50,Female,Tank Top,Clothing,47,Missouri,S,Teal,Winter,2,No,Express,No,Yes,30,PayPal,Bi-Weekly
373,63,Female,Socks,Outerwear,118,Louisiana,XL,Yellow,Spring,4,No,Free Shipping,Yes,No,46,PayPal,Fortnightly
374,26,Male,Handbag,Accessories,33,Maine,S,Charcoal,Fall,4,Yes,Express,Yes,No,58,Debit Card,Annually
375,47,Female,Handbag,Outerwear,130,Louisiana,L,Purple,Spring,3.3,Yes,Two Day Shipping,No,Yes,91,Bank Transfer,Monthly
376,20,Male,Socks,Outerwear,138,South Dakota,L,White,Fall,4.9,Yes,Free Shipping,No,No,66,Venmo,Annually
377,48,Male,Shirt,Clothing,94,Hawaii,S,Violet,Winter,3.4,No,Two Day Shipping,No,No,45,Credit Card,Monthly
378,62,Female,Sandals,Footwear,81,New York,XL,Orange,Spring,3.7,No,Store Pickup,Yes,No,62,Venmo,Fortnightly
379,35,Female,Cardigan,Clothing,48,Hawaii,L,Olive,Summer,2,Yes,Two Day Shipping,Yes,Yes,84,PayPal,Monthly
380,68,Male,Shoes,Footwear,139,Virginia,XXL,Maroon,Summer,5,Yes,Two Day Shipping,Yes,No,96,PayPal,Quarterly
381,64,Male,Boots,Footwear,68,Nebraska,L,Maroon,Summer,4.3,Yes,Express,Yes,No,51,PayPal,Monthly
382,42,Female,Handbag,Outerwear,136,Indiana,M,Green,Fall,2,No,Standard,No,Yes,12,Bank Transfer,Bi-Weekly
383,57,Female,Socks,Accessories,100,Maryland,L,White,Summer,4,No,Standard,Yes,Yes,66,Credit Card,Bi-Weekly
384,53,Male,Shoes,Footwear,17,Pennsylvania,S,Navy,Winter,3.6,No,Next Day Air,Yes,No,32,Cash,Weekly
385,23,Male,Tank Top,Clothing,70,Idaho,S,Indigo,Winter,2.3,Yes,Standard,Yes,Yes,89,Cash,Monthly
386,60,Male,Socks,Accessories,131,Maryland,XL,Indigo,Summer,2.8,Yes,Next Day Air,Yes,No,49,Credit Card,Weekly
387,29,Female,Socks,Accessories,32,Nevada,M,Brown,Fall,2.5,No,Express,Yes,No,27,Bank Transfer,Bi-Weekly
388,63,Female,Jacket,Clothing,41,Florida,S,Turquoise,Summer,4.3,Yes,Standard,Yes,Yes,4,Debit Card,Quarterly
389,62,Female,Handbag,Accessories,115,Nebraska,S,Green,Fall,3.4,No,Store Pickup,Yes,Yes,0,PayPal,Bi-Weekly
390,54,Female,Handbag,Outerwear,100,Montana,L,Black,Winter,3.9,Yes,Next Day Air,No,Yes,58,Credit Card,Bi-Weekly
391,53,Male,Sneakers,Footwear,113,Rhode Island,M,Gold,Fall,4.7,No,Standard,Yes,No,94,Cash,Fortnightly
392,19,Male,Shirt,Clothing,140,Louisiana,S,Yellow,Summer,3.5,No,Express,Yes,No,7,Credit Card,Bi-Weekly
393,25,Male,Skirt,Clothing,148,Utah,XXL,Charcoal,Spring,4.8,Yes,Store Pickup,Yes,No,83,Venmo,Quarterly
394,62,Male,Shirt,Clothing,18,Virginia,S,Gold,Winter,3.4,Yes,Two Day Shipping,Yes,Yes,14,PayPal,Annually
395,69,Male,Sandals,Footwear,124,Minnesota,XL,Violet,Winter,4.9,Yes,Next Day Air,Yes,Yes,75,Cash,Monthly
396,35,Male,Sweater,Clothing,121,New Jersey,L,Yellow,Spring,3.3,Yes,Free Shipping,Yes,No,99,Cash,Weekly
397,18,Male,Handbag,Outerwear,60,Illinois,XXL,Gold,Fall,4.1,No,Store Pickup,Yes,Yes,18,Debit Card,Monthly
398,33,Male,Socks,Outerwear,24,Idaho,M,Indigo,Fall,3.8,Yes,Store Pickup,No,No,53,Venmo,Annually
399,25,Male,Sneakers,Footwear,107,Vermont,XXL,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
400,29,Male,Socks,Outerwear,26,New York,L,Gold,Spring,3.3,No,Two Day Shipping,No,Yes,13,Debit Card,Weekly
401,68,Male,Sneakers,Footwear,139,Arkansas,S,Turquoise,Spring,4.2,No,Standard,Yes,No,29,Venmo,Monthly
402,33,Female,Sandals,Footwear,66,Louisiana,M,Turquoise,Fall,3.8,Yes,Standard,Yes,Yes,78,PayPal,Fortnightly
403,26,Female,Socks,Outerwear,64,New Hampshire,L,Olive,Spring,3,Yes,Store Pickup,Yes,No,17,Venmo,Quarterly
404,28,Female,Socks,Outerwear,71,Missouri,XXL,Silver,Spring,3.7,Yes,Express,No,No,27,Bank Transfer,Quarterly
405,18,Female,Socks,Outerwear,78,Tennessee,L,Navy,Spring,4.7,Yes,Two Day Shipping,Yes,No,5,Venmo,Quarterly
406,51,Female,Skirt,Clothing,137,Delaware,S,Red,Fall,2.7,Yes,Store Pickup,No,Yes,16,Credit Card,Monthly
407,19,Female,Sandals,Footwear,93,New Jersey,XL,Orange,Winter,4.9,No,Free Shipping,No,Yes,47,Debit Card,Quarterly
408,22,Female,Hoodie,Clothing,100,Kansas,S,Gold,Fall,4.3,Yes,Store Pickup,Yes,No,94,Venmo,Annually
409,25,Female,Handbag,Accessories,108,Utah,XXL,Maroon,Summer,3.1,Yes,Two Day Shipping,Yes,Yes,42,Cash,Annually
410,48,Male,Hoodie,Clothing,72,Colorado,L,Olive,Fall,2.8,Yes,Next Day Air,No,No,62,Bank Transfer,Annually
